state,vendor_name,canonical_vendor
Andhra Pradesh,M AND N MOTORS PRIVATE LIMITED,M AND N MOTORS PRIVATE LIMITED
Andhra Pradesh,VIJAYALAKSHMI BORE WELLS,VIJAYALAKSHMI BORE WELLS
Andhra Pradesh,UMA MAHESWARA TUBE WELLS KURNOOL,UMA MAHESWARA TUBE WELLS KURNOOL
Andhra Pradesh,B SEETHA RAMANJANEULU,B SEETHA RAMANJANEULU
Andhra Pradesh,SRI VINAYAKA ROCK DRILLS KURNOOL,SRI VINAYAKA ROCK DRILLS KURNOOL
Andhra Pradesh,B VEERESH,B VEERESH
Andhra Pradesh,KURUVA RAMAKRISHNA,CH RAMAKRISHNA REDDY
Andhra Pradesh,K RAMAKRISHNA REDDY,CH RAMAKRISHNA REDDY
Andhra Pradesh,CH RAMAKRISHNA REDDY,CH RAMAKRISHNA REDDY
Andhra Pradesh,GUMMUDU RAMAKRISHNA,CH RAMAKRISHNA REDDY
Andhra Pradesh,BAMMIDI RAMAKRISHNA,CH RAMAKRISHNA REDDY
Andhra Pradesh,AUTOMOTIVE MANUFACTURERS PVT LTD SECUNDERABAD,AUTOMOTIVE MANUFACTURERS PVT LTD SECUNDERABAD
Andhra Pradesh,KARTHIKEYA CONSTRUCTIONS,KARTHIKEYA CONSTRUCTIONS
Andhra Pradesh,K SUDHAKAR REDDY,SEEMA SUDHAKAR REDDY
Andhra Pradesh,SEEMA SUDHAKAR REDDY,SEEMA SUDHAKAR REDDY
Andhra Pradesh,G PARANDHAMAIAH,G PARANDHAMAIAH
Andhra Pradesh,RAJA RAJESWARI CONSTRUCTIONS,RAJA RAJESWARI CONSTRUCTIONS
Andhra Pradesh,CHAPPIDI NARESH,CHAPPIDI NARESH
Andhra Pradesh,SHAIK ABDUL MAZEED,SHAIK ABDUL MAZEED
Andhra Pradesh,VELAMURI PANDU RANGA REDDY,VELAMURI PANDU RANGA REDDY
Andhra Pradesh,VANTERU NANDAGOPAL REDDY,VANTERU NANDAGOPAL REDDY
Andhra Pradesh,KOTAKONDA TIRUPATI,KOTAKONDA TIRUPATI
Andhra Pradesh,JONNA PRABAKAR RAO,JONNA PRABAKAR RAO
Andhra Pradesh,BEJAWADA SEENAIAH,BEJAWADA SEENAIAH
Andhra Pradesh,KILARI KONDAPA NAIDU,KILARI KONDAPA NAIDU
Andhra Pradesh,GANGAVARAPU MADHAN,GANGAVARAPU MADHAN
Andhra Pradesh,KOMMALAPATI TELLAIAH,KOMMALAPATI TELLAIAH
Andhra Pradesh,DEVANABOYINA CHINA VENKATA SUBBAIAH,DEVANABOYINA CHINA VENKATA SUBBAIAH
Andhra Pradesh,NARRAVULA ASMATH KUMAR,NARRAVULA ASMATH KUMAR
Andhra Pradesh,PIDUGU RAMESH,PIDUGU RAMESH
Andhra Pradesh,KAIPU SIVA REDDI,KAIPU SIVA REDDI
Andhra Pradesh,RAVILLA SWATHI,RAVILLA SWATHI
Andhra Pradesh,DAMA SIVA BABU,DAMA SIVA BABU
Andhra Pradesh,NIDIMUSALI VENU GOPAL REDDY,NIDIMUSALI VENU GOPAL REDDY
Andhra Pradesh,KETHI KRISHNA REDDY,M SIVA KRISHNA REDDY
Andhra Pradesh,KETI KRISHNA REDDY,M SIVA KRISHNA REDDY
Andhra Pradesh,M SIVA KRISHNA REDDY,M SIVA KRISHNA REDDY
Andhra Pradesh,OBUL REDDY GANUGAPENTA,OBUL REDDY GANUGAPENTA
Andhra Pradesh,SEELAM ANIL,SEELAM ANIL
Andhra Pradesh,PATAPALLI RAGHURAMAIAH,PATAPALLI RAGHURAMAIAH
Andhra Pradesh,ADAPALA SRIDHAR REDDY,ADAPALA SRIDHAR REDDY
Andhra Pradesh,SIMHADRI AYYAPPA,SIMHADRI AYYAPPA
Andhra Pradesh,AVULA SRINIVASULU,AVULA SRINIVASULU
Andhra Pradesh,SRIHARI RAO AMARANENI,SRIHARI RAO AMARANENI
Andhra Pradesh,GUNAPATI PHANI KUMAR,GUNAPATI PHANI KUMAR
Andhra Pradesh,KADIVETI ANVESH KUMAR REDDY,KADIVETI ANVESH KUMAR REDDY
Andhra Pradesh,SHAIK AHAMAD BASHA,SHAIK AHAMAD BASHA
Andhra Pradesh,VIDAVALURU VENKATA SESHAIAH,VIDAVALURU VENKATA SESHAIAH
Andhra Pradesh,BIJJAM PENCHALREDDY,BIJJAM PENCHALREDDY
Andhra Pradesh,JALLI VENKATA ANIL KUMAR,JALLI VENKATA ANIL KUMAR
Andhra Pradesh,YENDETI HARI KRISHNA,YENDETI HARI KRISHNA
Andhra Pradesh,BELLUM SANATH KUMAR,BELLUM SANATH KUMAR
Andhra Pradesh,PATAN MAHABOOB BASHA,PATAN MAHABOOB BASHA
Andhra Pradesh,VIRVURU CHENCHAIAH,VIRVURU CHENCHAIAH
Andhra Pradesh,PODAMEKALA MANOJ KUMAR,PODAMEKALA MANOJ KUMAR
Andhra Pradesh,SHAIK MOULALI,SHAIK MOULALI
Andhra Pradesh,CHEVURU JANARDHANA REDDY,CHEVURU JANARDHANA REDDY
Andhra Pradesh,VALLURU SURESH,VALLURU SURESH
Andhra Pradesh,UPPATHI VENKATESWARLU,UPPATHI VENKATESWARLU
Andhra Pradesh,BALA RAVI,BALA RAVI
Andhra Pradesh,LAGHUMTHOTI MASTANAIAH,LAGHUMTHOTI MASTANAIAH
Andhra Pradesh,PENAKA CONSTRUCTION,PENAKA CONSTRUCTION
Andhra Pradesh,DASARI MURALI,DASARI MURALI
Andhra Pradesh,KOLLAREDDY SUNEEL REDDY,KOLLAREDDY SUNEEL REDDY
Andhra Pradesh,THAMMI VENKATA RAMANAIAH,THAMMI VENKATA RAMANAIAH
Andhra Pradesh,SHAIK KALEEM,SHAIK KALEEM
Andhra Pradesh,BHM AND SONS CONSTRUCTIONS PRIVATE LIMITED,BHM AND SONS CONSTRUCTIONS PRIVATE LIMITED
Andhra Pradesh,POLIMERA CHINNA NAGIREDDY,POLIMERA CHINNA NAGIREDDY
Andhra Pradesh,KOMMI SIDDULUNAIDU,KOMMI SIDDULU NAIDU
Andhra Pradesh,KOMMI SIDDULU NAIDU,KOMMI SIDDULU NAIDU
Andhra Pradesh,CHERUKURU CHINNA PENCHALAIAH,CHERUKURU CHINNA PENCHALAIAH
Andhra Pradesh,SARANGAM GUNNAIAH,SARANGAM GUNNAIAH
Andhra Pradesh,CHITTIBOINA PADMAVATHI,CHITTIBOINA PADMAVATHI
Andhra Pradesh,PULI RAMGOPAL,PULI RAMGOPAL
Andhra Pradesh,VAKA VENKATESWARULU,VAKA VENKATESWARULU
Andhra Pradesh,INDUPURU ACHYUTHA SANKAR REDDY,INDUPURU ACHYUTHA SANKAR REDDY
Andhra Pradesh,M VENKAIAH NAIDU,M VENKAIAH NAIDU
Andhra Pradesh,VEDICHARLA VENKATESWARLU,VEDICHARLA VENKATESWARLU
Andhra Pradesh,CHENN KRISHN MUTTMSETTI,CHENN KRISHN MUTTMSETTI
Andhra Pradesh,LEKKALA BRAHMAREDDY,LEKKALA BRAHMAREDDY
Andhra Pradesh,GANGAVARAPU SIVAPRASAD,GANGAVARAPU SIVAPRASAD
Andhra Pradesh,MEKPATI KONDALA RAO,MEKPATI KONDALA RAO
Andhra Pradesh,UPPIRETLA VENKATESWARLU,UPPIRETLA VENKATESWARLU
Andhra Pradesh,POWER SOLUTIONS,POWER SOLUTIONS
Andhra Pradesh,ELURI GOPALARAO,ELURI GOPALARAO
Andhra Pradesh,MATTA PHANI BHUSHANA RAO,MATTA PHANI BHUSHANA RAO
Andhra Pradesh,GARUDA CONSTRUCTIONS,GARUDA CONSTRUCTIONS
Andhra Pradesh,SHAIK SARDAR,SHAIK SARDAR
Andhra Pradesh,DUMPALA SIVA KUMAR RAO,DUMPALA SIVA KUMAR RAO
Andhra Pradesh,J K D V PRASADA RAJU,J K D V PRASADA RAJU
Andhra Pradesh,RSR CONSTRUCTIONS,RSR CONSTRUCTIONS
Andhra Pradesh,YEKULA APPALA RAJU,YEKULA APPALA RAJU
Andhra Pradesh,ARK CONSTRUCTION,ARK CONSTRUCTION
Andhra Pradesh,DURGA PRASAD CONSTRACTION,DURGA PRASAD CONSTRACTION
Andhra Pradesh,CHALLA ESWARA RAO,CHALLA ESWARA RAO
Andhra Pradesh,K R CONSTRUCTIONS,K R CONSTRUCTIONS
Andhra Pradesh,LAVETI SATISH KUMAR,LAVETI SATISH KUMAR
Andhra Pradesh,EXECUTIVE ENGINEER OPERATION  BOBBILI,EXECUTIVE ENGINEER OPERATION  BOBBILI
Andhra Pradesh,SVSST INFRASTRUCTURE,SVSST INFRASTRUCTURE
Andhra Pradesh,MAROJU SILPA,MAROJU SILPA
Andhra Pradesh,B RAMANA MURTHY,B RAMANA MURTHY
Andhra Pradesh,GORRELA SRIRAMULU,GORRELA SRIRAMULU
Andhra Pradesh,CHAKKURU SRINATH,CHAKKURU SRINATH
Andhra Pradesh,EXECUTIVE ENGINEER OPERATION VIZIANAGARAM TOWN,EXECUTIVE ENGINEER OPERATION VIZIANAGARAM TOWN
Andhra Pradesh,KONDRU HAREESH,KONDRU HAREESH
Andhra Pradesh,MULLU RAMBABU,MULLU RAMBABU
Andhra Pradesh,CHIRIKI RAMA MURTHY,CHIRIKI RAMA MURTHY
Andhra Pradesh,VYTAL SRINIVASA CHOWDARY,VYTAL SRINIVASA CHOWDARY
Andhra Pradesh,KINJARAPU SRINIVASARAO,KINJARAPU SRINIVASARAO
Andhra Pradesh,PINNINTI RAMANAMMA,PINNINTI RAMANAMMA
Andhra Pradesh,DASARI ANITHA,DASARI ANITHA
Andhra Pradesh,GEDELA ANIL KUMAR,GEDELA ANIL KUMAR
Andhra Pradesh,KILLARI SANYASI NAIDU,KILLARI SANYASI NAIDU
Andhra Pradesh,VNB TECHNOLOGIES PRIVATE LIMITED,VNB TECHNOLOGIES PRIVATE LIMITED
Andhra Pradesh,SRI MANIKANTA ENTERPRISES PRO,SRI MANIKANTA ENTERPRISES PRO
Andhra Pradesh,NARESH AVALA,NARESH AVALA
Andhra Pradesh,SRI GURUDEVA CHARITABLE TRUST,SRI GURUDEVA CHARITABLE TRUST
Andhra Pradesh,BLUE SPACE MEDICAL SYSTEMS,BLUE SPACE MEDICAL SYSTEMS
Andhra Pradesh,M RANGANATH,M RANGANATH
Andhra Pradesh,MADAPALA THIRUPATHI RAO,MADAPALA THIRUPATHI RAO
Andhra Pradesh,SEERAM RAJESH,SEERAM RAJESH
Andhra Pradesh,PUVVALA MURALI MOHAN,PUVVALA MURALI MOHAN
Andhra Pradesh,U DHANANJAYA RAO,U DHANANJAYA RAO
Andhra Pradesh,NEELAMSETTY SIVA VENKATA RAMANA,NEELAMSETTY SIVA VENKATA RAMANA
Andhra Pradesh,SOKE RADHA,SOKE RADHA
Andhra Pradesh,RAJULAPUDI GANESH KUMAR,RAJULAPUDI GANESH KUMAR
Andhra Pradesh,BLN CONSTRUCTIONS,BLN CONSTRUCTIONS
Andhra Pradesh,DIVISIONAL ENGINEER OPERATION APSPDCL RAJAMPETA,DIVISIONAL ENGINEER OPERATION APSPDCL RAJAMPETA
Andhra Pradesh,ASSISTANT ACCOUNTS OFFICER ERO APSPDCL RAJAMPETA,ASSISTANT ACCOUNTS OFFICER ERO APSPDCL RAJAMPETA
Andhra Pradesh,PRESIDENT VILLAGE LEVEL WORKS COMMITTEE PATUR,PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHASAMUDRAM GP PULLAMPET M
Andhra Pradesh,PRESIDENT VILLAGE COMMITTEE,PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHASAMUDRAM GP PULLAMPET M
Andhra Pradesh,PRESIDENT VILLAGE LEVEL COMMITTEE NANDALUR GP,PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHASAMUDRAM GP PULLAMPET M
Andhra Pradesh,PRESIDENT VILLAGE LEVEL WORKS COMMITTEE NOOKINENIPALLI NANDALUR,PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHASAMUDRAM GP PULLAMPET M
Andhra Pradesh,PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHAIAHGARIPALLI GP,PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHASAMUDRAM GP PULLAMPET M
Andhra Pradesh,PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHASAMUDRAM GP PULLAMPET M,PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHASAMUDRAM GP PULLAMPET M
Andhra Pradesh,PRESIDENT VILLAGE LEVEL COMMITTEE DHANDLOPALLI GP,PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHASAMUDRAM GP PULLAMPET M
Andhra Pradesh,VILLAGE LEVEL WORKING COMMITTEE,PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHASAMUDRAM GP PULLAMPET M
Andhra Pradesh,PRESIDENT VILLAGE LEVEL COMMITTEE,PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHASAMUDRAM GP PULLAMPET M
Andhra Pradesh,PRESIDENT VILLAGE LEVEL COMMITTEE VATHALUR GP,PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHASAMUDRAM GP PULLAMPET M
Andhra Pradesh,PRESIDENT VILLAGE LEVEL COMMITTEE JAGUVARIPALLI GP,PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHASAMUDRAM GP PULLAMPET M
Andhra Pradesh,PRESIDENT VILLAGE LEVEL COMMITTEE MADAPUR GP ATLOOR M,PRESIDENT VILLAGE LEVEL COMMITTEE ANANTHASAMUDRAM GP PULLAMPET M
Andhra Pradesh,MR NAGARAJU MUMMADI,MR NAGARAJU MUMMADI
Andhra Pradesh,DURGA PRAVEEN KUMAR PASUPULETI,DURGA PRAVEEN KUMAR PASUPULETI
Andhra Pradesh,VENKATESWARA LABOUR CONTRACT CO OPERATIVE SOCIETY,VENKATESWARA LABOUR CONTRACT CO OPERATIVE SOCIETY
Andhra Pradesh,KOR INFRA AND EQUIPMENTS,KOR INFRA AND EQUIPMENTS
Andhra Pradesh,ASMITHA SC LABOUR CONTRACT SOCIETY,ASMITHA SC LABOUR CONTRACT SOCIETY
Andhra Pradesh,KCR CONSTRUCTIONS KADAPA,KCR CONSTRUCTIONS KADAPA
Andhra Pradesh,NEXTGEN INFRA,NEXTGEN INFRA
Andhra Pradesh,AHOBILA NARASIMHA CONSTRUCTIONS,AHOBILA NARASIMHA CONSTRUCTIONS
Andhra Pradesh,VLWC PRESIDENT YERRACHRUVUPALLI GP T VENKATA SUBBA REDDY,VLWC PRESIDENT YERRACHRUVUPALLI GP T VENKATA SUBBA REDDY
Andhra Pradesh,VARSHITHA CONSTRUCTIONS,VARSHITHA CONSTRUCTIONS
Andhra Pradesh,NISHANTH CONSTRUCTIONS,NISHANTH CONSTRUCTIONS
Andhra Pradesh,VIJAYA KETHANA CONSTRUCTIONS,VIJAYA KETHANA CONSTRUCTIONS
Andhra Pradesh,G R ASSOCIATES,G R ASSOCIATES
Andhra Pradesh,SIDDAVATAM RAMA DEVI VLC PRESIDENT,SIDDAVATAM RAMA DEVI VLC PRESIDENT
Andhra Pradesh,PRESIDENT VLWC GURRAPPAGARIPALLI GP VEERABALLI MANDAL,PRESIDENT VLWC GURRAPPAGARIPALLI GP VEERABALLI MANDAL
Andhra Pradesh,VLC PRESIDENT THATIGUNTA PALLI GRAMA PANCHAYATHI,VLC PRESIDENT THATIGUNTA PALLI GRAMA PANCHAYATHI
Andhra Pradesh,VLC PRESIDENT THATIGUNTAPALLI GRAMA PANCHAYATHI,VLC PRESIDENT THATIGUNTA PALLI GRAMA PANCHAYATHI
Andhra Pradesh,M S DHANALAKSHMI CONSTRUCTIONS,M S DHANALAKSHMI CONSTRUCTIONS
Andhra Pradesh,SRI DURGA AUTOMOTIVES,SRI DURGA AUTOMOTIVES
Andhra Pradesh,M MALLIKARJUNA REDDY,ABBAVARAM MALLIKARJUNA REDDY
Andhra Pradesh,ABBAVARAM MALLIKARJUNA REDDY,ABBAVARAM MALLIKARJUNA REDDY
Andhra Pradesh,S R CONSTRUCTIONS,N S R CONSTRUCTIONS
Andhra Pradesh,N S R CONSTRUCTIONS,N S R CONSTRUCTIONS
Andhra Pradesh,VENKATAKRISHNA YADAV JENUGU,VENKATAKRISHNA YADAV JENUGU
Andhra Pradesh,KATARU AMARAIAH,KATARU AMARAIAH
Andhra Pradesh,MR CONSTRUCTIONS,MR CONSTRUCTIONS
Andhra Pradesh,PRESIDENT VLC GARALAMADUGU GP,PRESIDENT VLC GARALAMADUGU GP
Andhra Pradesh,HARINATHA REDDY NAGIREDDY,HARINATHA REDDY NAGIREDDY
Andhra Pradesh,PRESIDENT VLC GURAPPAGARIPALLI GP VEERABALLI,THE PRESIDENT VLC GURRAPPAGARIPALLI OF VEERABALLI
Andhra Pradesh,THE PRESIDENT VLC GURRAPPAGARIPALLI OF VEERABALLI,THE PRESIDENT VLC GURRAPPAGARIPALLI OF VEERABALLI
Andhra Pradesh,NAYAB RASOOL SHAIK,NAYAB RASOOL SHAIK
Andhra Pradesh,KMR CONSTRUCTION,KMR CONSTRUCTION
Andhra Pradesh,VLC CHAIRMAN NARASAYYAPETA,VLC CHAIRMAN NARASAYYAPETA
Andhra Pradesh,SHAIK SHOYAB AHAMED,SHAIK SHOYAB AHAMED
Andhra Pradesh,GURRAMPULLA REDDY,GURRAMPULLA REDDY
Andhra Pradesh,A GURIVI REDDY,GURRAMPULLA REDDY
Andhra Pradesh,SRI NAGARAPAMMA SC AND VADDE LABOUR CONTRACT CO OP SOCIETY,SRI NAGARAPAMMA SC AND VADDE LABOUR CONTRACT CO OP SOCIETY
Andhra Pradesh,READY EVER ENERGY SOLUTIONS,READY EVER ENERGY SOLUTIONS
Andhra Pradesh,YERUBANDI VENKATARAO,YERUBANDI VENKATARAO
Andhra Pradesh,BOLLI SRIHARI,BOLLI SRIHARI
Andhra Pradesh,KANDAVALLI BUTCHAMMA,KANDAVALLI BUTCHAMMA
Andhra Pradesh,AM ASSOCIATES,AM ASSOCIATES
Andhra Pradesh,VENNA VEERA VENKATA SATYANARAYANA,VENNA VEERA VENKATA SATYANARAYANA
Andhra Pradesh,JAGADEESWARA REDDY DEKIREDDY,JAGADEESWARA REDDY DEKIREDDY
Andhra Pradesh,ANISETTY NAGESWAR RAO,ANISETTY NAGESWAR RAO
Andhra Pradesh,C SATHYA NARAYANA,C SATHYA NARAYANA
Andhra Pradesh,ESWARA RAO KADAMA,ESWARA RAO KADAMA
Andhra Pradesh,MAMILLA SURESH,MAMILLA SURESH
Andhra Pradesh,MS DHANVIKA CONSTRUCTIONS,MS DHANVIKA CONSTRUCTIONS
Andhra Pradesh,KATTUBADI SRINIVASULU,KATTUBADI SRINIVASULU
Andhra Pradesh,BODANAPU MALLESWARI,BODANAPU MALLESWARI
Andhra Pradesh,BOKKA MALLESWARI,BODANAPU MALLESWARI
Andhra Pradesh,VANGAL SEETHARAMI REDDY,VANGAL SEETHARAMI REDDY
Andhra Pradesh,BOREDDY KAMESWARA REDDY,BOREDDY KAMESWARA REDDY
Andhra Pradesh,C SREENIVASULU,C SREENIVASULU
Andhra Pradesh,PULLA REDDY G,PULLA REDDY G
Andhra Pradesh,SIVA HEALTH CARE,SIVA HEALTH CARE
Andhra Pradesh,A HARISH KUMAR REDDY,A HARISH KUMAR REDDY
Andhra Pradesh,MOPURI RAMBHUPAL,MOPURI RAMBHUPAL
Andhra Pradesh,NAVODAYA CONTRACTORS,NAVODAYA CONTRACTORS
Andhra Pradesh,KUNCHA MURALIDHAR REDDY,KUNCHA MURALIDHAR REDDY
Andhra Pradesh,JANARDHANA REDDY BOBALI,JANARDHANA REDDY BOBALI
Andhra Pradesh,THOTA BALIJA MADHU,THOTA BALIJA MADHU
Andhra Pradesh,YENAKANDLA CHINNA RAMANJANEYULU,YENAKANDLA CHINNA RAMANJANEYULU
Andhra Pradesh,AUTOMOTIVE MANUFACTURERS PRIVATE LIMITED,AUTOMOTIVE MANUFACTURERS PRIVATE LIMITED
Andhra Pradesh,EE RWS AND S P DIVISION NANDYAL,EE RWS AND S P DIVISION NANDYAL
Andhra Pradesh,EE APSIDC INTREST AND DISBURESEMENT,EE APSIDC INTREST AND DISBURESEMENT
Andhra Pradesh,SALLEPALLE VENKATA RAMI REDDY,SALLEPALLE VENKATA RAMI REDDY
Andhra Pradesh,THUVVA BHAGEERATHA REDDY,THUVVA BHAGEERATHA REDDY
Andhra Pradesh,RAJESH THAMADAPALLE,RAJESH THAMADAPALLE
Andhra Pradesh,T NAGA BHARGAVA REDDY,T NAGA BHARGAVA REDDY
Andhra Pradesh,GOTTIPATI MADHUSUDHANA RAO,GOTTIPATI MADHUSUDHANA RAO
Andhra Pradesh,ADI LAKSHMI INFRA,ADI LAKSHMI INFRA
Andhra Pradesh,CHAIRMAN HWC ANAMANMURU,CHAIRMAN HWC ANAMANMURU
Andhra Pradesh,CHITTELA POLIREDDY,CHITTELA POLIREDDY
Andhra Pradesh,SIRI BORE WELLS AND CONSTRUCTIONS,SIRI BORE WELLS AND CONSTRUCTIONS
Andhra Pradesh,PENKEY SIVA RAM PRASAD,PENKEY SIVA RAM PRASAD
Andhra Pradesh,V V SAMBASIVA SRI KRISHNA,V V SAMBASIVA SRI KRISHNA
Andhra Pradesh,K RAFIQKHAN,K RAFIQKHAN
Andhra Pradesh,R S PAVAN MANDALI,R S PAVAN MANDALI
Andhra Pradesh,NOMINEE WORKS COMMITTEE HMPADU,NOMINEE WORKS COMMITTEE HMPADU
Andhra Pradesh,THUMMA CHINNAPA REDDY,THUMMA CHINNAPA REDDY
Andhra Pradesh,NOMINEE WORKS COMMITTEE BOYAMADUGULA,NOMINEE WORKS COMMITTEE BOYAMADUGULA
Andhra Pradesh,CHAIRMAN HABITATION WORKS COMMITTEE BATCHALAKURAPADU,CHAIRMAN HABITATION WORKS COMMITTEE BATCHALAKURAPADU
Andhra Pradesh,CHWC ETHAMUKKALA ALLA RAVINDRAREDDY,CHWC ETHAMUKKALA ALLA RAVINDRAREDDY
Andhra Pradesh,CHWC GADEPALEM KOTIREDDY,CHWC GADEPALEM KOTIREDDY
Andhra Pradesh,MAMIDI SATYA RAO,MAMIDI SATYA RAO
Andhra Pradesh,PAVULURI VAMSIKRISHNA,PAVULURI VAMSIKRISHNA
Andhra Pradesh,GUTTIKONDA SESHU KUMAR,GUTTIKONDA SESHU KUMAR
Andhra Pradesh,USR CONSTRUCTIONS,USR CONSTRUCTIONS
Andhra Pradesh,CW CONSTRUCTIONS,CW CONSTRUCTIONS
Andhra Pradesh,BUTURU VENKATAKRISHNA REDDY,BUTURU VENKATAKRISHNA REDDY
Andhra Pradesh,PALETI SATEESH,PALETI SATEESH
Andhra Pradesh,CHALLA BHAKTAVATHSALA NAIDU,CHALLA BHAKTAVATHSALA NAIDU
Andhra Pradesh,CS SERVICES,CS SERVICES
Andhra Pradesh,GOODWILL ENTERPRISES,GOODWILL ENTERPRISES
Andhra Pradesh,BACHALA SURESH KUMAR REDDY,BACHALA SURESH KUMAR REDDY
Andhra Pradesh,RUDRA CONSTRUCTIONS,RUDRA CONSTRUCTIONS
Andhra Pradesh,PONGURU MASTHAN REDDY,PONGURU MASTHAN REDDY
Andhra Pradesh,AREPALLI RAJANIKANTH,AREPALLI RAJANIKANTH
Andhra Pradesh,RAPURU PENCHALAIAH,RAPURU PENCHALAIAH
Andhra Pradesh,KAMINENI SREEDHAR,KAMINENI SREEDHAR
Andhra Pradesh,MANNURU VENKATA AVINASH KUMAR,MANNURU VENKATA AVINASH KUMAR
Andhra Pradesh,KOTAKONDA VENKATESWARLU,KOTAKONDA VENKATESWARLU
Andhra Pradesh,GUNDALA SURESH REDDY,GUNDALA SURESH REDDY
Andhra Pradesh,SBR AND CO CONSTRUCTIONS,SBR AND CO CONSTRUCTIONS
Andhra Pradesh,MALEPATI SUBBA RAO,MALEPATI SUBBA RAO
Andhra Pradesh,THONDA SUJAN,THONDA SUJAN
Andhra Pradesh,NARASIMHARAO ANDEY,NARASIMHARAO ANDEY
Andhra Pradesh,PODAMEKALA MALYADRI,PODAMEKALA MALYADRI
Andhra Pradesh,AREKONDA VENKATA RATHNAM,AREKONDA VENKATA RATHNAM
Andhra Pradesh,MADAMANCHI RAMBABU,MADAMANCHI RAMBABU
Andhra Pradesh,EXECUTIVE ENGINEER APCPDCL CHIRALA,EXECUTIVE ENGINEER APCPDCL CHIRALA
Andhra Pradesh,KANDE SRINIVASULU,KANDE SRINIVASULU
Andhra Pradesh,BAYYA ENT HOSPITAL,BAYYA ENT HOSPITAL
Andhra Pradesh,MESSERS MAHI INFRA,MESSERS MAHI INFRA
Andhra Pradesh,MARUTI SUZUKI INDIA LIMITED,MARUTI SUZUKI INDIA LIMITED
Andhra Pradesh,GAYAM SREENIVASULU,GAYAM SREENIVASULU
Andhra Pradesh,NALAM RAVI TEJA CONTRACTOR,NALAM RAVI TEJA CONTRACTOR
Andhra Pradesh,TALAPAREDDY BRAHMAREDDY,TALAPAREDDY BRAHMAREDDY
Andhra Pradesh,KANDULA BRAHMAIAH,KANDULA BRAHMAIAH
Andhra Pradesh,YARAGORLA VENKATARAMAIAH,YARAGORLA VENKATARAMAIAH
Andhra Pradesh,GUDISEVA NAGENDRAM,GUDISEVA NAGENDRAM
Andhra Pradesh,MOLBIO DIAGNOSTICS PRIVATE LIMITED,MOLBIO DIAGNOSTICS PRIVATE LIMITED
Andhra Pradesh,MOKA SATYA DHANA CHANDRA SEKHAR,MOKA SATYA DHANA CHANDRA SEKHAR
Andhra Pradesh,NUKALA SRINIVASARAO,NUKALA SRINIVASARAO
Andhra Pradesh,SAI BROTHERS AND CO,SAI BROTHERS AND CO
Andhra Pradesh,MAKKA MALLESWARARAO,MAKKA MALLESWARARAO
Andhra Pradesh,TALAGANA VASUDEV,TALAGANA VASUDEV
Andhra Pradesh,PAIDI NARASINGA RAO,PAIDI NARASINGA RAO
Andhra Pradesh,KUNA ANJANEYULU,KUNA ANJANEYULU
Andhra Pradesh,KINTALI SAI KUMAR,KINTALI SAI KUMAR
Andhra Pradesh,VIRAT MODY SOLAR SITY,VIRAT MODY SOLAR SITY
Andhra Pradesh,TANKALA RAVISANKAR GUPTA,TANKALA RAVISANKAR GUPTA
Andhra Pradesh,MANDALA LATCHAYYA,MANDALA LATCHAYYA
Andhra Pradesh,SURADA MADHAVI SRI,SURADA MADHAVI SRI
Andhra Pradesh,SRINIVASA ROWLO,SRINIVASA ROWLO
Andhra Pradesh,MADINA PRADEEP,MADINA PRADEEP
Andhra Pradesh,SURESH CONSRUCTION,SURESH CONSRUCTION
Andhra Pradesh,KINJARAPU RAMESHBABU,KINJARAPU RAMESHBABU
Andhra Pradesh,CHAIRMAN VILLAGE DEVELOPMENT COMMITTEE MATHALA,CHAIRMAN VILLAGE DEVELOPMENT COMMITTEE MATHALA
Andhra Pradesh,SUDIKSA INFRA PROJECTS,SUDIKSA INFRA PROJECTS
Andhra Pradesh,SRI VENKATESWARA CONSTRUCTIONS,SRI VENKATESWARA CONSTRUCTIONS
Andhra Pradesh,BANDARU CHANDRASEKHAR,BANDARU CHANDRASEKHAR
Andhra Pradesh,MODALAVALASA RAMESH,MODALAVALASA RAMESH
Andhra Pradesh,VISHNU CARRIERS PRIVATE LIMITED,VISHNU CARRIERS PRIVATE LIMITED
Andhra Pradesh,CHITRADA VIJAYA,CHITRADA VIJAYA
Andhra Pradesh,CHALLA MOHANA  RAO,CHALLA MOHANA  RAO
Andhra Pradesh,LIMMADA KRISHNA RAO,LIMMADA KRISHNA RAO
Andhra Pradesh,KONDAPALLI NARENDRA,KONDAPALLI NARENDRA
Andhra Pradesh,TAMADA VISWANADHAM,TAMADA VISWANADHAM
Andhra Pradesh,BAVANA DILLESWARARAO,BAVANA DILLESWARARAO
